art_id,keyword
112633,erebral blood flow;hypercapnic challenge;hypocapnic challenge;osa;transcranial doppler
112634,bstructive sleep apnea;oropharyngeal exercises;treatment
112635,rousal;arousal index;continuous positive airway pressure;esophageal pressure;microarousal;respiratory effortrelated arousals
112636,iuresis;natriuresis;obstructive apnea;renal nerve
112637,ral appliance;quality of life;sleepiness;temporomandibular disorder;temporomandibular joint
112639,ging;alzheimer pathology;morbid obesity
112641,arotid stenosis;coronary artery disease;familial partial lipodystrophy;obstructive sleep apnea syndrome;psoriasis;sebaceous hyperplasia
112642,ypopnea;obstructive sleep apnea;obstructive sleep apnea hypopnea syndrome;scoring;scoring guidelines
112643,ardiovascular disease;cytokine;inflammation;sleep apnea
112647,ndothelial function;metabolic syndrome;obstructive sleep apnoea syndrome
112648,ardiovascular disease;hypoxia;inflammation;nuclear factorkb;obstructive sleep apnoea syndrome;review
112649,ontinuous positive airway pressure;modafinil;prevalence;residual excessive sleepiness;sleep apnoea
112650,thnicity;health and safety;osa;osas symptoms;taxi drivers
112652,orticosteroids;cytokines;inflammation;obstructive sleep apnoea;tlymphocytes;tonsillar hypertrophy
112653,xercise training;forearm blood flow;heart failure;muscle sympathetic nerve activity;sleep apnea
112655,octurnal hypoventilation;obstructive sleep apnoea;sex;sleepdisordered breathing;susceptibility;ventilatory control
112658,lveolar hypoventilation;facioscapulohumeral muscular dystrophy;neuromuscular disease;tapir sign
112659,luid displacement;gender difference;lowerbody positive pressure;obstructive sleep apnoea;upper airway critical closing pressure
112661,locker;central sleep apnea;obstructive sleep apnea;risk factor
112662,leep disordered breathing;sleep nasendoscopy;snoring;surgery
112663,arvedilol;central sleep apnea;chronic heart failure
112664,pneahypopnea index;atrial remodeling;obstructive sleep apnea;tissue doppler imaging
112665,ilated cardiomyopathy;oxygen;sleep apnea;sympathetic nervous system
112666,ontinuous positive airway pressure;exercise capacity;heart rate recovery;natriuretic peptide;obstructive sleep apnea
112672,lectron microscopy;palate;sleep apnoea syndromes;snoring;uvula
112673,naesthesia;monitoring;risk factor;sleep apnoea;sleep apnoea syndrome
112674,dipocytefatty acid binding protein;obstructive sleep apnoea
112675,pnoea;body mass index;hypopnoea index;natural evolution of disease;obstructive sleep apnoea;polysomnography;snoring
112676,denoidectomy;children;complications;obstructive sleep apnea syndrome;quality of life;tonsillectomy
112677,oronary artery disease;cpap;revascularization;sleep apnoe
112679,denotonsillectomy;airway management;apnea;difficult intubaton;obstructive sleep apnea syndrome
112682,dherence;cpap treatment;education;obstructive sleep apnoea syndrome;sideeffects
112685,ariatric surgery;gastroplasty;megaobese patients;morbid obesity
112686,ontinuous positive airway pressure masks;obstructive;patient satisfaction;sleep apnea;stroke patients
112687,ynamax appliance;mandibular advancement appliance;obstructive sleep apnoea
112689,atty liver disease;hypoxemia;liver injury;metabolic syndrome;sleep disordered breathing
112693,low limitation;obstructive sleep apnea;oscillations;snoring
112694,lastic work;obstructive sleep apnea syndrome;resistive work;upper airway resistance;ventilatory drive;work of breathing
112696,ermatomyositis;obstructive sleep apnea;polymyositis inflammatory myopathies;sporadic inclusion body myositis
112697,erobic;anaerobic;exercise;indirect laryngoscopy;obstructive sleep apnea;subcutaneous fat
112698,pap;epworth sleepiness scale;general health questionnaire;health related quality of life;obstructive sleep apnea;sleep apneahypopnea syndrome
112699,luid distribution;inactivity;pathophysiology
112700,dolescents;hemoglobinopathy;obstructive sleep apnea;pulmonary function;tricuspid jet velocity
112701,ardiac arrest;intragastric balloon;superobese patient
112702,denoid hypertrophy;adenotonsillectomy;iron deficiency;obstructive sleep apnoea;paediatric;sleep disordered breathing
112703,etabolic syndrome;neck circumference;nsulin resistance;obesity;obstructive sleep apnea
112704,ariatric surgery;body mass index;morbid obesity;neck circumference;obstructive sleep apnea;race
112705,linical home care;polysomnography;positive pressure therapy;sleep apnea;sleep apnea syndromes;therapy
112706,ontinuous positive airway pressure;gender;hypertension;menopause;obstructive sleep apnea syndrome
112707,trial fibrillation;sleep apnea;sleepdisordered breathing
112709,iagnosis;home monitor;obstructive sleep apnea syndrome
112710,dult respiratory distress syndrome;critical illness;insomnia;sleep
112711,laucoma;oxygen desaturation;pulse oximetry;sleep apnea syndrome;sleepdisordered breathing
112712,denotonsillectomy;bacteremia;obstructive sleep apnea syndrome;persistent otitis media with effusion;recurrent acute otitis media;recurrent tonsillopharyngitis;tonsillectomy
112713,dherence;cpap;habit;noncompliance;sleep apnea
112714,ognitive morbidity;insulin growth factor;neuroprotection;pediatric;sleep apnea;snoring
112717,iver resection;noninvasive positive pressure ventilation;postoperative pulmonary complication
112718,lood pressure;cardiovascular risk;continuous positive pressure ventilation;diabetes;dyslipidemia;endothelial function;hypopnea;obstructive sleep apnea
112720,etacell function;glucose metabolism;insulin resistance;sleep apnea;sleepdisordered breathing
112721,cromegaly;growth hormone;myocardiopathy
112723,urriculum development;primary care otolaryngology;undergraduate medical education
112724,our bp pattern;sleepdisordered breathing
112725,nticoagulation;merci;outcome;stroke
112726,aroreflex;brain stem;heart;parasympathetic efferent;sleep apnea
112727,pnea;disorders of excessive somnolence;sleep disorders;sleep initiation and maintenance disorders
112729,therosclerosis;heart failure;hypertension;hypoxia
112730,ypoventilation;phoxb;polysomnography;sleep apnea
112731,pneas of prematurity;differential diagnosis;gastroesophageal reflux;polygraphy
112732,ehaviour;lewy body disease;odor stick identification test for japanese;olfactory dysfunction;parkinson disease
112735,rousals;inflammation;obstructive sleep apnea;sleep architecture;solubletnf receptor;tumor necrosis factor
112737,ody fat distribution;magnetic resonance imaging;obstructive sleep apnea;tongue;upper airway
112738,rmodafinil;central nervous system stimulants;pharmacokinetics;research and development
112740,ortical processing;inspiratory airway occlusions;respiratory afferences;sleepdisordered breathing;upper airway
112741,therosclerosis;continuous positive airway pressure;interleukin ;intimamedia thickness;obstructive sleep apnea hypopnea syndrome
112742,myloid protein;apoptosis;brain;chronic intermittent hypoxia;nip;sleep apnea
112743,entral sleep apnea;effort bands;osa;photoplethysmography;respiratory effort;sleep disordered breathing;venous pressure
112744,hronic kidney disease;sleep;sleep apnoea;sleep disorders
112748,iagnosis;holter;sleep apnoea syndrome
112750,cgderived respiration;heart rate variability;obstructive sleep apnoea;support vector machines;wavelet
112751,trial fibrillation;catheter ablation;obstructive sleep apnoea;recurrence
112752,daptive servoventilation;bilevel therapy;central sleep apnea;cheynestokes respiration;cpap therapy;obstructive sleep apnea;oxygen therapy
112753,ypoventilation;hypoxemia;opioids;sleep apnea
112754,iabetes mellitus;epidemiology;gender;population;sleep apnea;snoring
112755,cutely decompensated heart failure;central sleep apnea;cheynestokes respiration;obstructive sleep apnea;sleepdisordered breathing
112756,dentulous patient;mandibular advancement splint;obstructive sleep apnea;tongueretaining device
112757,ardiac resynchronization therapy;heart failure;holter monitoring;sleep apnoea;sudden cardiac death
112760,erebrovascular response;cpap therapy;hypercapnia;ventilatory responses
112764,acioscapulohumeral muscular dystrophy;mouth leaks;osas;positive airway pressure;sleep
112765,emale hormones;male hormones;sleep apnea;upper airway patency
112766,coustic rhinometry;body position;mca;nasal patency;osas
112767,hemoreflex control;endstage venal disease;kidney disease;nocturnal hemodialysis;respiratory control;sleep apnea;sleepdisordered breathing;ventilatory stability
112768,rousal;central sleep apnea;sleep physiology;sleep structure
112769,ognitive dysfunction;cytokine;obstructive sleep apnea;stnfr;tnf
112771,pneahypopneaindex;misdiagnoses;polysomnography;sleep apnea
112773,rousal response;cardiopulmonary arrest;cerebral hypoxia;death;hypoglycemia;obstructive sleep apnea
112774,pnea;pakistan;questionnaire;sleep
112775,ntracerebral hemorrhage;perihematoma edema;sleep apnea
112776,andibular symphyseal distraction osteogenesis;obstructive sleep apnea;surgically assisted rapid maxillary expansion
112777,ndoscopic carbon dioxide laser therapy;lingual thyroid;obstructive sleep apnea;radioactive iodine therapy
112778,therosclerosis;biomarkers;endothelial dysfunction;obesity;sleep apnea
112779,andibular advancement;obstructive;sleep apnoea
112781,irway resistance;impulse oscillation;obstructive sleep apneahypopnea syndrome;posture
112782,erlin questionnaire;daytime sleepiness;jordan;obstructive sleep apnea;prevalence;primary care;snoring
112783,eliability;sleep quality scale;validity
112786,cclusal splints;oral appliance;sleep apnea
112788,ipoma;obstructive sleep apnea;retropharyngeal fibrolipoma
112789,dverse effects;metaanalysis;sleep apnea syndromes;snoring;surgery
112790,dema;morbid obesity;obstructive sleep apnea;pulmonary hypertension
112791,ardiometabolic;obesity;obstructive sleep apnoea syndrome;type  diabetes;ukpds risk engine
112792,eglutition;nocturnal swallowing;respiratory phase pattern;sleep;sleep apneahypopnea syndrome;swallowing
112793,irway obstruction;animal model;bone marrow cells;circulating stem cells;mesenchymal stem cells;obstructive sleep apnea
112794,utonomic cardiac control;circadian effect;hypopnea;obstructive sleep apnea;sleep stages
112795,pneahypopnea index;diagnosis of apnea;evaluation of obstructive sleep apnea therapy;obstructive sleep apnea;polysomnographic recordings
112796,pneahypopnea index;bilevel ventilation;central sleep apnea;opioids
112797,dult;asian;facial soft tissues;morphometrics;obesity;sleep apnea
112799,xcessive daytime sleepiness;hypoxia;obesity;sleep apnea;sleep fragmentation
112800,utonomic control;oral appliance;polysomnography;sleepdisordered breathing;snoring;upper airway resistance
112801,irflow;apnea;measurement;polysomnography;portable sleep study;respiratory inductance plethysmography
112802,raniofacial abnormalities;obstructive sleep apnea;photogrammetry;prediction
112805,nesthetics;central sleep apnea;congenital central hypoventilation syndrome;phoxb gene
112807,pworth sleepiness scale;multiple sleep latency test;norwegian;obstructive sleep apnea;reliability;validity
112808,heynestokes respiration;heart failure;ventilatory control instability
112809,vd risk factors;dyslipidemia;insulin resistance;mortality;nonalcoholic fatty liver disease;sleep apnea
112811,nflammation;monocytes;nasal continuous positive airway pressure;obstructive sleep apnea;platelets
112812,lderly;excessive daytime sleepiness;healthrelated quality of life;sf questionnaire;sleep apnea;sleepdisordered breathing
112813,pnea hypopnea index;obstructive sleep apnea hypopnea syndrome;polysomnography;pulse oximetry
112814,ost effectiveness;cytokines;exhaled breath condensate;inflammation;obstructive sleep apnea syndrome;oxidative stress
112815,iagnosis;nocturnal pulse oximetry;oximetry;sleep apnea syndromes;sleep disorder breathing
112816,ontinuous positive airway pressure;costeffectiveness;obstructive sleep apnea
112817,ontinuous positive airway pressure;followup study;hydroperoxides;obstructive sleep apnea syndrome;oxidative stress;polysomnography
112818,therosclerosis;cardiovascular disease;hypertension;obstructive sleep apnea;stroke
112819,raniofacial abnormalities;obstructive sleep apnea;phenotype;photogrammetry
112821,denotonsillar hypertrophy;gene expression profiles;genomewide array;inflammation;microarray;obstructive sleep apnea
112822,hild;chinese;epworth sleepiness scale;obstructive;sleep apnea;sleep deprivation
112824,pnealink;home monitoring;obstructive sleep apnea;oral appliance;polysomnography
112825,frican americans;asthma;body mass index;cohort studies;incidence;longitudinal studies
112826,therosclerosis;blood pressure;hypoxemia;obstructive sleep apnea;sympathetic tone
112827,pnea hypoapnea index;berlin questionnaire;body mass index;excessive daytime somnolence;obstructive sleep apnea;polysomnogram;sleep disordered breathing
112828,hildren;measurement;neck circumference;obstructive sleep apnea;reliability
112829,sophageal manometry;excessive daytime sleepiness;hypersomnolence;increased upper airway resistance;obstructive sleep apnea;sleepdisordered breathing;splitnight polysomnography;upper airway resistance syndrome
112831,astric bypass;metabolic syndrome;obesity;obstructive sleep apnea syndrome
112832,rousal and wakefulness;artificial neural network;autotitration;obstructive sleep apnea;sleep disordered breathing
112833,mbulatory care;oximetry;sleep apnea
112834,cth;adrenocorticotropic hormone;bariatric surgery;cushing syndrome;dexamethasone suppression test;hypercortisolism;midnight salivary test;urine free cortisol
112835,ost uppp treatment;postoperative cpap treatment;upppcpap
112836,oblation;extracapsular tonsillectomy pediatric obstructive sleep apnea;intracapsular tonsillectomy;microdebrider;tonsillotomy
112838,ardiovascular disorder;obstructive sleep apnea hypopnea syndrome;snoring
112839,ase finding;polysomnography;reliability;repeated measures;treatment outcome
112844,reactive protein;elderly;flowmediated dilatation;obstructive sleep apnea syndrome
112846,pilepsy;hallucinations;lamotrigine;levetiracetam
112847,nsomnia;prospective;risk factor;sickness absence;sleep deprivation;work
112849,enotype;high sensitivity creactive protein;phenotype
112850,ardiovascular;chronic heart failure;sleep disordered breathing
112851,dolescent;child;nonalcoholic fatty liver disease;nonalcoholic steatohepatitis;obesity;overweight;sleepdisordered breathing
112852,pap;osah;upper airway caliber;upper airway collapsibility
112853,onversion;failure;gastric banding;sleeve gastrectomy;weight loss
112855,flex;continuous positive airway pressure;cpap;expiratory pressure relief;osa;sleepiness
112856,opd;insomnia;ramelteon;sleep disorder;sleep disordered breathing;sleep onset latency
112857,enopause;midlife women;power spectral analysis;psqi;race;ses;sleep
112858,omocysteine;lipoprotein;nonarteritic anterior ischemic optic neuropathy;thrombophilia;vitamins
112861,ypothalamus;narcolepsy;voxelbased morphometry
112863,ruxism;congestive heart failure;movement disorder;periodic limb movements of sleep;restless legs syndrome;sleep movement disorders
112864,ehaviour;overweight;screen time;sleep;youth
112866,midated peptides;oxidative stress;peptidylglycine hydroxylating monooxygenase;posttranslational proteolytic processing
112867,aytime sleepiness;heart failure;heart rate;periodic leg movements;polysomnography;sleep
112868,ierre robin sequence;tonguelip traction
112869,ardiorespiratory belt sensor;hrv;qrs detection;rr interval
112870,heyne  stokesrespiration;congestive heart failure;prevalence;sleep disordered breathing
112871,diponectin;angiotensin;fsgs;gastric bypass surgery;glomerulomegaly;obesityrelated glomerulopathy;proteinuria;rouxeny gastric bypass
112872,ody mass index;chinese women;menopause;risk factor;snoring
112873,ran;psychometrics;ptsd;questionnaire;reliability;validity
112874,denotonsillectomy;obesity;overweight;perioperative complications
112875,utoset;cerebral blood flow velocity;continuous positive airway pressure;portapress;sleepdisordered breathing;stroke
112876,lack cohosh;cimicifugae racemosae rhizome;hepatotoxicity;menopause
112877,linical trial;enzyme replacement therapy;laronidase;mucopolysaccharidosis i
112878,bstructive sleep apnea;rhinomanometry;snoring
112888,ged;apap;insomnia;polysomnography;ramelteon;sleep apnea
112889,hronic nonhealing wound;obstructive sleep apnea
112890,ead space;endtidal co;hypocapnia;nonvented mask;positive airway pressure;respiratory chemoreflex
112891,ndothelial function;microcirculation;obstructive sleep apnea
112892,allampati class;polysomnography;prediction;sleep apnea
112893,ilevel positive pressure;continuous positive airway pressure;neuromuscular disorder;pediatrics
112894,entral congenital hypoventilation syndrome;respiratory management;tracheostomy
112902,hronic obstructive pulmonary disease;comorbidities;systemic inflammation
112905,ingual thyroid;sleep apnoea;suprahyoid;surgery
112907,isequilibrium;dizziness;imbalance;osas;vertigo
112912,iastole;echocardiography;hypertension;left ventricular hypertrophy;sleep apnoea
112913,asm;actigraphy;polysomnography;sleep apnoea;somnowatch;validation
112914,ontinuous positive airways pressure;obstructive sleep apnea;sleep apnea cardiovascular endpoints study
112917,hildren;obstructive sleep apnoea syndrome;snoring
112918,sf;eds;histamine;hypersomnia;hypocretin;narcolpesy;orexin
112919,lood pressure;diuretics;extracellular fluid volume;hypertension;obstructive sleep apnea;pathophysiology;sodium
112920,hild;cpap ventilation;obstructive sleep apnea;snoring;tonsillectomy
112921,rousal;children sleep apnea;inflammation;leukotrienes;muscle activation;physiopathology;sleep disordered breathing;upper airway
112922,entral sleep apnea;ecgderived respiration;multivariate recurrence plot analysis
112923,ardiovascular complications;cognitive deficits;comorbidities of sleep disordered breathing in children;growth disorders;metabolic syndrome
112924,ognitive reserve;magnetic resonance imaging;neuropsychology;positron emission tomography;resting state
112926,idney;preventive medicine;sleep pnea
112927,dipocytokines;cardiovascular incidences;cardiovascular risk management;obesity
112929,omputed tomography;normal;threedimensional;upper airway
112931,cetylcholine;behaviour;hypoxia;opioid;sleep apnea
112934,ddicts;central apnea;opium;polysomnography;sleep disorders
112936,linical screening;nocturia;obstructive sleep apnea;snore
112937,ontinuous positive airway pressure;excessive daytime sleepiness;obstructive sleep apnea;oral appliance;periodic limb movement
112938,ellular oxidative stress evaluation;oxidative stress;plasma oxidative stress evaluation;sleep apnoeahypopnoea syndrome
112945,diposity;eucapnic intermittent hypoxia;highfat diet;hypoxia;oxidative stress;sleep apnea;vasodilation
112946,entral sleep apnea;obstructive sleep apnea;opioids;pain;positivepressure therapy
112947,ypoxia;sleep apnea;stroke
112948,iabetes mellitus;glucose;metabolic syndrome;obstructive sleep apnea
112949,nsulin resistance;obesity;visfatin
112950,ontinuous positive airway pressure;eustachian tube;eustachian tube function test;obstructive sleep apnea syndrome
112951,denotonsillectomy;pediatric sleep apneahypopnea syndrome;residual sleep apneahypopnea syndrome
112952,iological markers;brain injuries;homocy steine;obstructive;phosphopyruvate hydratase;sleep apnea
112953,ody mass index;genetic studies;interleukin;obstructive sleep apnea;single nucleotide polymorphisms
112955,rectile dysfunction;obstructive sleep apnea;penile erection;questionnaires;risk factors
112960,nzyme replacement therapy;glycosaminoglycans;obstructive;sleep apnea
112962,diponectin;leptin;tnf
112963,nthropometry;muller maneuver;obstructive sleep apnea;respiratory variables
112964,cceptance;compliance;continuous positive airway pressure;humidifier;obstructive sleep apnea
112969,regnancy;prevalence of snoring
112971,ging;comorbidity;elderly;insomnia;osas;sleep;snoring
112973,hildren;quality of life;syndromic craniosynostosis
112974,nterleukin;malonaldehyde;obstructive sleep apneahypopnea syndrome;serum cellfree dna
112975,rash risk;obstructive sleep apnea;sleep study;sleepiness
112976,ardiac arrhythmia;obstructive sleep apnea syndrome;polysomnography
112977,therosclerosis;calcification;radiograph;sleep apnea
112978,iagnosis;hypopharynx;magnetic resonance imaging;obstructive sleep apnea;oropharynx
112980,diopathic pulmonary fibrosis;obstructive sleep apnea  hypopnea syndrome;polysomnography
112981,ody mass index;continuous positive airway pressure;obstructive sleep apnea syndrome;polysomnography
112983,nesthesia;lung function;obesity;obesity hypoventilation syndrome;obstructive sleep apnea
112984,ysphagia;globus;snoring;swallowing disturbances
112986,omputerized tomography;obstructive sleep apnea;oropharyngeal airway;soft palate length
112987,ging;diabetes;erectile dysfunction;obesity;sleep;sleep apnea;stroke;testosterone
112990,sian population;body mass index;obstructive sleep apnea;screening
112993,mbulatory blood pressure monitoring;circadian blood pressure;estimated glomerular filtration rate;nocturnal hypertension;polysomnography
112994,onfusional arousal;dream enactment;nightmare;sexsomnia;sleep talking;sleep terror;sleep violence;sleeprelated eating
112996,besity;obesity hypoventilation syndrome;obstructive sleep apnea syndrome
112999,pap;infant;pediatric;sahs;sleeprelated respiratory disorders
113002,drenalectomy;bariatric surgery;laparoscopy;morbid obesity;sleeve gastrectomy
113003,utpatient tonsillectomy;small children
113004,uality of life;sleep apnea syndromes;sleepdisordered breathing;thai
113010,lectromyography;exercise therapy;legphysiopathology;obstructive;polysomnography;restless legs syndrome;sleep;sleep apnea;sleep disorders
113011,dherence;continuous positive airway pressure;obstructive sleep apnoea syndrome;reliability;sideeffects;validity
113012,lood flow velocity;cerebrovascular circulation;endothelial function;hypercapnia;sleep apnea syndromes
113013,ccidents;french highway drivers;hypersomnia;narcolepsy;sleep disorders;sleepiness
113014,bstructive sleep apnea;polysomnography;sleepdisordered breathing;tonsillectomy
113018,olysomnography;pulse oximetry;respiratory polygraphy;sleep breathing disorders
113020,eadache;migraine;sleep disorder
113021,achine learning;prediction;sleep apnea;sleep disorders;variable importance
113026,ispectrum;electroencephalography;sleep latency;sleepiness
113027,poptosis;heart failure;hypertension;hypertrophy;sleep apnea
113028,eadache;nocturnal awakening;sleep disorders
113029,lcohol beverages;alcohol drinking;body mass index;comorbidity;depression;disorders of excessive somnolence;polysomnography;sleep apnea syndromes
113030,ltitude;children;hypoxia;opioid;pain  pacu;peru
113031,iliopancreatic diversion;metabolic surgery;morbid obesity;single anastomosis;sleeve gastrectomy;surgery
113032,hildren;chronic and recurrent respiratory inflammations;laryngopharyngeal reflux
113034,irway;apnea;lung;motoneurons;muscle;respiration;sleep;tongue
113040,ietary habits;preschool aged children;tonsillectomy
113047,xime;periodic limb movements;pulse rate variability
113053,eg;hormones;menopause;premenstrual complaints;sleep;sleep apnea
113055,rousal;autonomic activation;electroencephalography;limited channel portable monitor;sleep breathing disorders
113056,istopathology;reflux;soft palate
113058,aytime consequences;difficulty initiating sleep;difficulty maintaining sleep;early morning awakening;insomnia;international survey;nonrestorative sleep
113060,pidemiology;excessive daytime sleepiness;habitual snoring;prevalence;sleepdisordered breathing;thailand
113062,etrended fluctuation analysis;entropy;f slope;symbolic dynamics
113063,etrended fluctuation analysis;heart rate variability;hypoxia;selfsimilarity;wearable sensors
113064,onsequences;daytime sleepiness;epidemiology;epworth;insomnia;sleeping aids
113065,rtificial respiration;copd;health care surveys;home ventilation;neuromuscular diseases;obstructive sleep apnea;prevalence;prolonged mechanical ventilation;survey;ventilators
113066,llele dropout;cchs;limit of detection;mosaicism;trinucleotide repeat
113067,ndometrial cancer;laparoscopic surgery;morbid obesity;robotic surgery
113069,bdominal obesity;cholesterol;growth
113070,dults;excessive daytime sleepiness;nasal blockage;pakistani;sleepdisordered breathing
113071,nzyme replacement therapy;hunter syndrome;hurler syndrome;maroteauxlamy syndrome;mucopolisaccharidoses;treatment guidelines
113072,amp signaling;dopamine d receptor;gaba synthesis;glutamic acid decarboxylase;intermittent hypoxia;protein phosphorylation
113073,lectrophysiologclinical;new technology;pacing
113078,ody height;body mass index;body weight;growth;tonsillectomy
113084,hronicintermittent hypoxia;hypoglossal motoneurons;norepinephrine;obstructive sleep apnea;serotonin
113085,ciicf;insomnia;intracortical facilitation;intracortical inhibition;sleep disorders;transcranial magnetic stimulation
113086,ardiac arrhythmias sleep apnea;carotid ultrasonography;hypoxemia;polysomnography
113087,mi;obesity;overweight;sleep apnea;snoring;treatment
113088,entral sleep apnea;cheynestokes breathing;complex sleep apnea syndrome;congestive heart failure;continuous positive airway pressure;obstructive sleep apnea
113092,pap adherence;creactive protein;obstructive sleep apnoea
113097,ardiovascular disease;excessive daytime sleepiness;obstructive sleep apnoeas
113098,naesthesia;obstructive sleep apnoea syndrome;preoperative complications screening
113099,hiari malformation;sleep apnea;surgery
113102,onductivity;genioglossus;magnetic stimulation;obstructive sleep apnoea
113103,erebrovascular accident;obstructive sleep apnea;sleep;sleep disorders;stroke
113104,bstructive sleep apnea;portable monitoring;simple snorer;snore sounds;tracheal sounds
113105,ontinuous positive airway pressure;down syndrome;obstructive sleep apnea;tracheostomy
113106,wareness;copd;lung cancer;risk;sleep apnea
113107,laucoma;risk factor;sleep apnea;snoring
113108,rowth hormone;obstructive sleep apnea;praderwilli syndrome
113109,owtension glaucoma;obstructive sleep apnea syndrome;optic nerve;perimetry;visual field
113110,pap treatment;executive function;hypoxemia;obstructive sleep apnea syndrome;working memory
113111,irflow waveform morphology;sleep apneahypopnea syndrome;sleep efficiency
113112,old thermal testing;method of levels;method of limits;obstructive sleep apnea;oropharynx;quantitative sensory testing
113113,cute aortic dissection;continuous positive airway pressure;noninvasive positive pressure ventilation;obstructive sleep apnea
113116,aily food rations;obese patients;obstructive sleep apnea;selected nutrients
113117,dherence;cpap;obstructive sleep apnea;ptsd
113120,aytime sleepiness;healthrelated quality of life;isolated sleep paralysis;obstructive sleep apnea;rapid eye movement sleep;sleep quality
113121,ontinuous positive airway pressure;obstructive sleep apnea syndrome;upper airway symptoms
113122,ontinuous positive airway pressure;impaired fasting glucose;insulin resistance;obstructive sleep apnea syndrome;retinolbinding protein
113123,eck depression inventory;depression;epworth sleepiness scale;obstructive sleep apnea;sleepiness
113124,pneahypopnea index;cardiovascular risk;mean platelet volume;obstructive sleep apnea;platelet activation
113125,therosclerosis;endothelial function;endothelial progenitor cells;serum lipids;sleep apnea
113128,mbient recording;breath;classification;obstructive sleep apnea;snore sound;tracheal
113130,omorbidities;denial;insurance;laparoscopic gastric bypass;morbid obesity
113132,lcoholrelated disorders;intrinsic;practicebased research;sleep apnea;sleep disorders
113134,entrotemporal spike;children;obstructive sleep apnea syndrome;rolandic spikes;seizure
113135,nsulin resistance;obesity;oxihemoglobin desaturation;respiratory sleep disorders;steatosis
113138,hin;distraction osteogenesis;tooth crowding
113140,ehaviour;cognitive;neuropsychology;pediatrics;sleep apnea
113144,entral nervous system;fibromyalgia;osteoarthritis;pain;stress;trauma
113145,nzyme replacement therapy;hematopoietic stem cell transplantation;hurler syndrome;interstitial lung disease;laronidase;mucopolysaccharidosis type i;pulmonary arterial hypertension
113146,rmodafinil;modafinil;obstructive sleep apnea;pharmacokinetics;systemic exposure
113147,utopsy;histopathology;influenza a;pandemic
113148,ntermittent hypoxia;sleep apnea;stem cells
113151,rticles;portuguese journal of pulmonology
113152,ancer;fatigue;management;pharmacotherapy
113153,rytenoid cartilage;bilateral laryngeal paralysis;surgery
113154,dult height;growth;praderwilli syndrome;recombinant human growth hormone
113156,eglutition disorders;poliomyelitis;postpoliomyelitis syndrome;rehabilitation;voice disorders
113157,denotonsillar hypertrophy;radiography;upper airway obstruction
113160,ehaviour;fg syndrome;opitzkaveggia syndrome;xlinked mental retardation
113161,otor control;obstructive sleep apnea;single motor unit;upper airway muscles
113164,nandamide;arachidonylglycerol;endocannabinoids;oleoylethanolamide;sleep apnea
113165,oal miners;obstructive sleep apnea;prevalence;symptoms
113166,ontinuous positive airway pressure treatment;obesity;obstractive sleep apnea hypopnea syndrome;weight loss
113167,daptive servo ventilation;chronic heart failure;creactive protein;inflammation;sleepdisordered breathing
113168,dverse effects;morphine;pharmacodynamics;pharmacokinetics;respiratory insufficiency
113169,lucosidase inhibitor;intermittent hypoxia;oxidative stress;postprandial hyperglycemia;sleep apnea
113170,llergic rhinitis;allergy;asthma;hypertension
113173,xcessive daytime sleepiness;obstructive sleep apnea;parkinson disease
113174,besity;obstructive sleep apnea syndrome;polysomnography;snoring
113175,bstructive;periodic limb movement disorder;sleep apnea;sleep disorders;stroke
113177,ehaviour;diet;obesity;quality of life;sleep apnea;sleepiness;weight reduction
113178,nesthesia;complications;outcome;outpatient;sleep apnea
113179,rmodafinil;excessive sleepiness;narcolepsy;obstructive sleep apnea;shift work disorder;wakefulness
113180,rmodafinil;clinical study;longterm treatment;narcolepsy;obstructive sleep apnea;shift work disorder;wakefulness
113181,nire disease;osas;plmd;polysomnography;sleep;stress
113182,nterior tibialis;leg movements;periodic leg movements of sleep;restless legs syndrome
113190,ardiovascular risk;metabolic syndrome;obstructive sleep apnoea;roma subjects;romany health
113192,v block;bradycardia;central sleep apnea;ecg monitoring;heart rate turbulence;respiratory artifact
113193,ncestryinformative markers;ethnicity;genetic ancestry;obstructive sleep apnoea syndrome
113194,xecutive function;indians;neurocognitive function;obstructive sleep apnoea;working memory
113195,ontinuous positive airway pressure;elderly;sleep apnea;sleep apneahypopnea syndrome
113198,ge;airflow limitation;obstructive sleep apnoea
113199,ehaviour;excessive daytime sleepiness;praderwilli syndrome;preventive management;questionnaire;sleep
113206,ypoxaemia;insulin resistance;metabolic syndrome;obesity;obstructive sleep apnoea
113207,haryngeal compliance
113208,rterial elasticity;continuous positive airway pressure;endothelial dysfunction;obstructive sleep apnea syndrome
113209,eft ventricular mass;myocardial performance index;obstructive sleep apnea
113210,anadian institute for health information;continuous positive airway pressure;discharge abstract database;obstructive;patient discharge;sleep apnea;sleep apnea syndromes
113212,mbulatory polysomnography;children;craniosynostosis;obstructive sleep apnea
113213,bdominal pain;adhesions;adjustable gastric band;complications;connecting tubing;internal hernia;lapband;tube
113215,astric band erosion;gastric band revision;vertical sleeve gastrectomy
113216,bstructive;polysomnography;sleep apnea;snoring
113217,irway obstruction;naloxone;pulmonary edema
113219,ody mass index;continuous positive airway pressure;hypertension;obesity;obstructive;sleep apnea;weight gain
113220,denoidectomy;obstructive;pediatrics;sleep apnea;tonsillectomy
113221,ral appliance;questionnaire;side effect;sleep apnea
113222,cute myocardial infarction;aortic root dilatation;hypertension;obstructive sleep apnea
